,Open Bid_x,Open Bid_y,Open Ask_y,Long Swap USDDKK,Open Bid_x,Open Bid_y,Open Ask_y
2013-09-01,0.15,-0.18,-0.16,7.48792270531401e-06,0.15,2.2,2.75
2013-09-02,0.11,-0.15,0.05,1.5015015015015015e-06,0.11,2.22,2.47
2013-09-03,0.25,-0.15,0.05,4.4444444444444425e-06,0.25,2.22,2.47
2013-09-04,0.05,-0.17,0.18,-3.4391534391534394e-06,0.05,2.2,2.45
2013-09-05,0.18,-0.15,0.05,3.0602636534839903e-06,0.18,2.2,2.45
2013-09-06,0.18,-0.15,0.05,3.0602636534839903e-06,0.18,2.2,2.45
2013-09-07,0.1,-0.2,-0.15,6.3131313131313165e-06,0.1,2.2,2.75
2013-09-08,0.17,-0.2,-0.15,7.597340930674265e-06,0.17,2.2,2.75
2013-09-09,0.17,-0.15,0.05,2.849002849002845e-06,0.17,2.15,2.65
2013-09-10,0.12,-0.15,0.05,1.7361111111111112e-06,0.12,2.35,2.6
2013-09-11,0.15,-0.15,0.05,2.415458937198066e-06,0.15,2.27,2.52
2013-09-12,0.15,-0.15,0.05,2.415458937198066e-06,0.15,2.15,2.65
2013-09-13,0.06,-0.15,0.05,2.6205450733752615e-07,0.06,2.2,2.7
2013-09-14,0.1,-0.16,-0.13,5.808080808080809e-06,0.1,2.22,2.47
2013-09-15,0.15,-0.18,-0.14,7.004830917874395e-06,0.15,2.2,2.75
2013-09-16,0.15,-0.15,0.05,2.415458937198066e-06,0.15,2.2,2.7
2013-09-17,0.15,-0.05,0.19,-9.661835748792277e-07,0.15,2.3,2.55
2013-09-18,0.15,-0.15,0.05,2.415458937198066e-06,0.15,2.3,2.55
2013-09-19,0.06,-0.15,0.05,2.6205450733752615e-07,0.06,2.2,2.75
2013-09-20,0.15,-0.1,-0.01,3.864734299516907e-06,0.15,2.2,2.45
2013-09-21,0.15,-0.19,-0.16,7.48792270531401e-06,0.15,2.2,2.75
2013-09-22,0.15,-0.19,-0.15,7.246376811594201e-06,0.15,2.37,2.57
2013-09-23,0.15,-0.1,-0.01,3.864734299516907e-06,0.15,2.2,2.45
2013-09-24,0.15,-0.15,0.05,2.415458937198066e-06,0.15,2.2,2.7
2013-09-25,0.15,-0.15,-0.12,6.521739130434782e-06,0.15,2.15,2.4
2013-09-26,0.21,-0.17,-0.13,7.805325987144168e-06,0.21,2.2,2.7
2013-09-27,0.15,-0.2,-0.15,7.246376811594201e-06,0.15,2.13,2.38
2013-09-28,0.15,-0.21,-0.15,7.246376811594201e-06,0.15,2.2,2.75
2013-09-29,0.15,-0.19,-0.12,6.521739130434782e-06,0.15,2.2,2.75
2013-09-30,0.15,-0.15,0.05,2.415458937198066e-06,0.15,2.12,2.37
2013-10-01,0.21,-0.15,0.05,3.673094582185488e-06,0.21,2.12,2.37
2013-10-02,0.15,-0.15,0.05,2.415458937198066e-06,0.15,2.2,2.45
2013-10-03,0.04,-0.05,0.19,-4.006410256410255e-06,0.04,2.41,2.6
2013-10-04,0.15,-0.13,0.12,7.246376811594161e-07,0.15,2.25,2.5
2013-10-05,0.15,-0.13,0.12,7.246376811594161e-07,0.15,2.2,2.75
2013-10-06,0.15,-0.18,-0.13,6.763285024154588e-06,0.15,2.2,2.75
2013-10-07,0.1,-0.18,-0.13,5.808080808080809e-06,0.1,2.28,2.53
2013-10-08,0.15,-0.13,0.12,7.246376811594161e-07,0.15,2.45,2.7
2013-10-09,0.15,-0.13,0.12,7.246376811594161e-07,0.15,2.45,2.7
2013-10-10,0.23,-0.13,0.12,2.4841915085817507e-06,0.23,2.4,2.65
2013-10-11,0.15,-0.13,0.12,7.246376811594161e-07,0.15,2.35,2.6
2013-10-12,0.15,-0.13,0.12,7.246376811594161e-07,0.15,2.39,2.59
2013-10-13,0.15,-0.17,-0.12,6.521739130434782e-06,0.15,2.35,2.55
2013-10-14,0.15,-0.15,0.05,2.415458937198066e-06,0.15,2.35,2.6
2013-10-15,0.15,-0.1,-0.01,3.864734299516907e-06,0.15,2.4,2.65
2013-10-16,0.15,-0.15,0.05,2.415458937198066e-06,0.15,2.4,2.65
2013-10-17,0.15,-0.17,0.18,-7.246376811594223e-07,0.15,2.45,2.7
2013-10-18,0.25,-0.15,0.05,4.4444444444444425e-06,0.25,2.36,2.61
2013-10-19,0.15,-0.17,0.18,-7.246376811594223e-07,0.15,2.2,2.75
2013-10-20,0.15,-0.13,-0.08,5.555555555555554e-06,0.15,2.2,2.75
2013-10-21,0.15,-0.15,0.05,2.415458937198066e-06,0.15,2.35,2.6
2013-10-22,0.15,-0.15,0.05,2.415458937198066e-06,0.15,2.36,2.61
2013-10-23,0.15,-0.15,0.05,2.415458937198066e-06,0.15,2.32,2.57
2013-10-24,0.15,-0.15,0.05,2.415458937198066e-06,0.15,2.3,2.55
2013-10-25,0.15,-0.13,0.12,7.246376811594161e-07,0.15,2.3,2.55
2013-10-26,0.15,-0.13,0.12,7.246376811594161e-07,0.15,2.33,2.9
2013-10-27,0.15,-0.13,0.12,7.246376811594161e-07,0.15,2.2,2.75
2013-10-28,0.12,-0.13,0.12,0.0,0.12,2.35,2.6
2013-10-29,0.12,-0.13,0.12,0.0,0.12,2.4,2.65
2013-10-30,0.12,-0.13,0.12,0.0,0.12,2.4,2.65
2013-10-31,0.12,-0.13,0.12,0.0,0.12,2.4,2.65
2013-11-01,0.12,-0.13,0.12,0.0,0.12,2.4,2.65
2013-11-02,0.12,-0.13,0.12,0.0,0.12,2.37,2.62
2013-11-03,0.12,-0.13,0.12,0.0,0.12,2.37,2.62
2013-11-04,0.12,-0.13,0.12,0.0,0.12,2.37,2.62
2013-11-05,0.12,-0.13,0.12,0.0,0.12,2.46,2.71
2013-11-06,0.12,-0.13,0.12,0.0,0.12,2.4,2.65
2013-11-07,0.25,-0.13,0.12,2.8888888888888856e-06,0.25,2.29,2.54
2013-11-08,0.12,-0.13,0.12,0.0,0.12,2.3,2.55
2013-11-09,0.12,-0.15,0.1,4.960317460317474e-07,0.12,2.31,2.86
2013-11-10,0.12,-0.15,0.1,4.960317460317474e-07,0.12,2.31,2.86
2013-11-11,0.12,-0.15,0.1,4.960317460317474e-07,0.12,2.3,2.55
2013-11-12,0.12,-0.15,0.1,4.960317460317474e-07,0.12,2.35,2.6
2013-11-13,0.12,-0.15,0.1,4.960317460317474e-07,0.12,2.38,2.63
2013-11-14,0.12,-0.15,0.1,4.960317460317474e-07,0.12,2.41,2.66
2013-11-15,0.12,-0.15,0.1,4.960317460317474e-07,0.12,2.45,2.7
2013-11-16,0.12,-0.15,0.1,4.960317460317474e-07,0.12,2.45,2.7
2013-11-17,0.12,-0.15,0.1,4.960317460317474e-07,0.12,2.35,2.55
2013-11-18,0.12,-0.15,0.1,4.960317460317474e-07,0.12,2.45,2.7
2013-11-19,0.12,-0.15,0.1,4.960317460317474e-07,0.12,2.52,2.77
2013-11-20,0.1,-0.17,-0.12,5.5555555555555575e-06,0.1,2.48,2.73
2013-11-21,0.12,-0.13,-0.07,4.7123015873015925e-06,0.12,2.45,2.7
2013-11-22,0.12,-0.2,-0.13,6.200396825396828e-06,0.12,2.32,2.57
2013-11-23,0.1,-0.2,-0.15,6.3131313131313165e-06,0.1,2.3,2.55
2013-11-24,0.1,-0.17,-0.11,5.303030303030304e-06,0.1,2.3,2.55
2013-11-25,0.1,-0.17,-0.11,5.303030303030304e-06,0.1,2.3,2.55
2013-11-26,0.1,-0.15,0.1,0.0,0.1,2.32,2.57
2013-11-27,0.12,-0.15,0.1,4.960317460317474e-07,0.12,2.35,2.6
2013-11-28,0.1,-0.15,0.1,0.0,0.1,2.28,2.53
2013-11-29,0.15,-0.15,0.1,1.20772946859903e-06,0.15,2.35,2.6
2013-11-30,0.15,-0.15,0.1,1.20772946859903e-06,0.15,2.3,2.83
2013-12-01,0.1,-0.15,0.1,0.0,0.1,2.3,2.83
2013-12-02,0.17,-0.15,0.1,1.6619183285849922e-06,0.17,2.32,2.57
2013-12-03,0.06,-0.15,0.1,-1.0482180293501046e-06,0.06,2.31,2.56
2013-12-04,0.1,-0.15,0.05,1.2626262626262646e-06,0.1,2.34,2.59
2013-12-05,0.24,-0.15,0.1,3.1362007168458757e-06,0.24,2.37,2.62
2013-12-06,0.1,-0.24,-0.18,7.07070707070707e-06,0.1,2.4,2.65
2013-12-07,0.24,-0.24,-0.2,9.856630824372756e-06,0.24,2.38,2.58
2013-12-08,0.1,-0.23,-0.18,7.07070707070707e-06,0.1,2.38,2.58
2013-12-09,0.1,-0.15,0.1,0.0,0.1,2.39,2.64
2013-12-10,0.23,-0.15,0.1,2.9358626919602503e-06,0.23,2.4,2.65
2013-12-11,0.1,-0.15,0.1,0.0,0.1,2.43,2.68
2013-12-12,0.2,-0.15,0.1,2.3148148148148127e-06,0.2,2.43,2.68
2013-12-13,0.2,-0.15,0.1,2.3148148148148127e-06,0.2,2.45,2.7
2013-12-14,0.15,-0.2,0.1,1.20772946859903e-06,0.15,2.31,2.87
2013-12-15,0.17,-0.2,0.1,1.6619183285849922e-06,0.17,2.35,2.55
2013-12-16,0.2,-0.2,0.1,2.3148148148148127e-06,0.2,2.2,2.7
2013-12-17,0.05,-0.15,0.1,-1.3227513227513242e-06,0.05,2.15,2.65
2013-12-18,0.1,-0.19,-0.14,6.060606060606063e-06,0.1,2.38,2.58
2013-12-19,0.2,-0.11,-0.05,5.787037037037038e-06,0.2,2.45,2.7
2013-12-20,0.1,-0.17,0.18,-2.0202020202020147e-06,0.1,2.48,2.73
2013-12-21,0.11,-0.2,0.2,-2.252252252252248e-06,0.11,2.19,2.76
2013-12-22,0.17,-0.2,0.2,-7.122507122507159e-07,0.17,2.19,2.76
2013-12-23,0.17,-0.2,0.2,-7.122507122507159e-07,0.17,2.48,2.73
2013-12-24,0.2,-0.2,0.2,0.0,0.2,2.41,2.6
2013-12-25,0.17,-0.05,0.19,-4.748338081671399e-07,0.17,2.38,2.58
2013-12-26,0.1,-0.2,0.2,-2.5252525252525232e-06,0.1,2.38,2.58
2013-12-27,0.2,-0.2,0.2,0.0,0.2,2.1,2.35
2013-12-28,0.12,-0.18,0.04,1.984126984126986e-06,0.12,2.4,2.6
2013-12-29,0.17,-0.15,0.1,1.6619183285849922e-06,0.17,2.4,2.6
2013-12-30,0.17,-0.15,0.1,1.6619183285849922e-06,0.17,2.41,2.6
2013-12-31,0.1,-0.15,0.1,0.0,0.1,2.42,2.72
2014-01-01,0.12,-0.17,0.18,-1.4880952380952328e-06,0.12,2.37,2.57
2014-01-02,0.06,-0.15,0.05,2.6205450733752615e-07,0.06,2.37,2.57
2014-01-03,0.1,-0.13,0.12,-5.050505050505083e-07,0.1,2.37,2.57
2014-01-04,0.18,-0.23,-0.19,8.709981167608284e-06,0.18,2.38,2.58
2014-01-05,0.1,-0.23,-0.19,7.3232323232323234e-06,0.1,2.38,2.58
2014-01-06,0.17,-0.13,0.12,1.1870845204178494e-06,0.17,2.26,2.51
2014-01-07,0.04,-0.17,0.18,-3.7393162393162394e-06,0.04,2.24,2.49
2014-01-08,0.17,-0.13,0.12,1.1870845204178494e-06,0.17,2.25,2.5
2014-01-09,0.18,-0.13,0.12,1.4124293785310696e-06,0.18,2.3,2.55
2014-01-10,0.1,-0.13,0.12,-5.050505050505083e-07,0.1,2.3,2.55
2014-01-11,0.13,-0.13,0.12,2.458210422812135e-07,0.13,2.34,2.87
2014-01-12,0.08,-0.13,0.12,-1.0288065843621383e-06,0.08,2.34,2.87
2014-01-13,0.08,-0.15,0.05,7.716049382716053e-07,0.08,2.34,2.59
2014-01-14,0.12,-0.15,0.05,1.7361111111111112e-06,0.12,2.4,2.65
2014-01-15,0.12,-0.17,0.18,-1.4880952380952328e-06,0.12,2.42,2.67
2014-01-16,0.12,-0.15,0.05,1.7361111111111112e-06,0.12,2.36,2.61
2014-01-17,0.1,-0.15,0.05,1.2626262626262646e-06,0.1,2.4,2.65
2014-01-18,0.08,-0.13,0.12,-1.0288065843621383e-06,0.08,2.4,2.6
2014-01-19,0.17,-0.13,0.12,1.1870845204178494e-06,0.17,2.35,2.55
2014-01-20,0.08,-0.15,0.05,7.716049382716053e-07,0.08,2.36,2.61
2014-01-21,0.1,-0.13,0.12,-5.050505050505083e-07,0.1,2.27,2.52
2014-01-22,0.08,-0.22,-0.19,6.944444444444445e-06,0.08,2.34,2.59
2014-01-23,0.08,-0.13,0.12,-1.0288065843621383e-06,0.08,2.36,2.61
2014-01-24,0.1,-0.13,0.12,-5.050505050505083e-07,0.1,2.4,2.6
2014-01-25,0.08,-0.13,0.12,-1.0288065843621383e-06,0.08,2.39,2.59
2014-01-26,0.17,-0.13,0.12,1.1870845204178494e-06,0.17,2.39,2.59
2014-01-27,0.08,-0.13,0.12,-1.0288065843621383e-06,0.08,2.39,2.59
2014-01-28,0.1,-0.13,0.12,-5.050505050505083e-07,0.1,2.38,2.58
2014-01-29,0.08,-0.29,-0.21,7.4588477366255135e-06,0.08,2.38,2.58
2014-01-30,0.16,-0.26,-0.18,8.141762452107278e-06,0.16,2.38,2.58
2014-01-31,0.11,-0.18,0.02,2.252252252252254e-06,0.11,2.38,2.58
2014-02-01,0.14,-0.13,0.12,4.873294346978573e-07,0.14,2.39,2.59
2014-02-02,0.1,-0.13,0.12,-5.050505050505083e-07,0.1,2.39,2.59
2014-02-03,0.1,-0.13,0.12,-5.050505050505083e-07,0.1,2.39,2.59
2014-02-04,0.08,-0.25,0.05,7.716049382716053e-07,0.08,2.32,2.57
2014-02-05,0.18,-0.13,0.12,1.4124293785310696e-06,0.18,2.29,2.54
2014-02-06,0.04,-0.25,0.05,-2.6709401709401616e-07,0.04,2.33,2.58
2014-02-07,0.14,-0.14,0.11,7.309941520467828e-07,0.14,2.38,2.63
2014-02-08,0.04,-0.24,-0.17,5.608974358974361e-06,0.04,2.3,2.87
2014-02-09,0.1,-0.24,-0.17,6.818181818181822e-06,0.1,2.3,2.87
2014-02-10,0.04,-0.25,0.05,-2.6709401709401616e-07,0.04,2.36,2.61
2014-02-11,0.18,-0.14,0.11,1.6478342749529148e-06,0.18,2.31,2.56
2014-02-12,0.1,-0.14,0.11,-2.525252525252511e-07,0.1,2.33,2.58
2014-02-13,0.1,-0.14,0.11,-2.525252525252511e-07,0.1,2.36,2.61
2014-02-14,0.1,-0.25,0.05,1.2626262626262646e-06,0.1,2.39,2.59
2014-02-15,0.14,-0.14,0.11,7.309941520467828e-07,0.14,2.4,2.6
2014-02-16,0.1,-0.14,0.11,-2.525252525252511e-07,0.1,2.35,2.55
2014-02-17,0.05,-0.25,0.05,0.0,0.05,2.36,2.61
2014-02-18,0.25,-0.25,0.05,4.4444444444444425e-06,0.25,2.32,2.57
2014-02-19,0.08,-0.25,0.05,7.716049382716053e-07,0.08,2.25,2.5
2014-02-20,0.08,-0.17,0.18,-2.5720164609053487e-06,0.08,2.3,2.55
2014-02-21,0.11,-0.14,0.11,0.0,0.11,2.27,2.52
2014-02-22,0.05,-0.12,0.23,-4.761904761904757e-06,0.05,2.13,2.7
2014-02-23,0.08,-0.14,0.11,-7.716049382716083e-07,0.08,2.13,2.7
2014-02-24,0.05,-0.14,0.11,-1.5873015873015875e-06,0.05,2.19,2.44
2014-02-25,0.08,-0.25,0.05,7.716049382716053e-07,0.08,2.25,2.5
2014-02-26,0.2,-0.25,0.05,3.472222222222219e-06,0.2,2.27,2.52
2014-02-27,0.1,-0.25,0.05,1.2626262626262646e-06,0.1,2.28,2.53
2014-02-28,0.22,-0.25,0.05,3.870673952641164e-06,0.22,2.31,2.56
2014-03-01,0.05,-0.14,0.11,-1.5873015873015875e-06,0.05,2.33,2.86
2014-03-02,0.08,-0.14,0.11,-7.716049382716083e-07,0.08,2.33,2.86
2014-03-03,0.08,-0.14,0.11,-7.716049382716083e-07,0.08,2.31,2.56
2014-03-04,0.18,-0.14,0.11,1.6478342749529148e-06,0.18,2.32,2.57
2014-03-05,0.18,-0.14,0.11,1.6478342749529148e-06,0.18,2.3,2.55
2014-03-06,0.18,-0.25,0.05,3.0602636534839903e-06,0.18,2.31,2.56
2014-03-07,0.25,-0.25,0.05,4.4444444444444425e-06,0.25,2.35,2.6
2014-03-08,0.06,-0.12,0.23,-4.454926624737941e-06,0.06,2.39,2.91
2014-03-09,0.08,-0.13,0.12,-1.0288065843621383e-06,0.08,2.39,2.91
2014-03-10,0.22,-0.13,0.12,2.276867030965388e-06,0.22,2.35,2.6
2014-03-11,0.1,-0.12,0.13,-7.575757575757533e-07,0.1,2.3,2.55
2014-03-12,0.1,-0.12,0.13,-7.575757575757533e-07,0.1,2.4,2.65
2014-03-13,0.08,-0.12,0.13,-1.2860082304526682e-06,0.08,2.44,2.69
2014-03-14,0.09,-0.2,0.05,1.0193679918450562e-06,0.09,2.42,2.67
2014-03-15,0.14,-0.12,0.13,2.436647173489348e-07,0.14,2.4,2.65
2014-03-16,0.1,-0.12,0.13,-7.575757575757533e-07,0.1,2.38,2.58
2014-03-17,0.22,-0.12,0.13,2.0491803278688547e-06,0.22,2.4,2.65
2014-03-18,0.1,-0.13,0.12,-5.050505050505083e-07,0.1,2.38,2.63
2014-03-19,0.1,-0.13,0.12,-5.050505050505083e-07,0.1,2.38,2.63
2014-03-20,0.15,-0.13,0.12,7.246376811594161e-07,0.15,2.4,2.65
2014-03-21,0.08,-0.17,0.18,-2.5720164609053487e-06,0.08,2.36,2.61
2014-03-22,0.14,-0.13,0.12,4.873294346978573e-07,0.14,2.36,2.89
2014-03-23,0.1,-0.13,0.12,-5.050505050505083e-07,0.1,2.36,2.89
2014-03-24,0.1,-0.13,0.12,-5.050505050505083e-07,0.1,2.33,2.58
2014-03-25,0.17,-0.17,0.18,-2.3741690408356995e-07,0.17,2.3,2.55
2014-03-26,0.17,-0.15,0.1,1.6619183285849922e-06,0.17,2.3,2.55
2014-03-27,0.25,-0.15,0.1,3.33333333333333e-06,0.25,2.28,2.53
2014-03-28,0.17,-0.14,0.11,1.4245014245014195e-06,0.17,2.3,2.55
2014-03-29,0.13,-0.14,0.11,4.916420845624331e-07,0.13,2.38,2.92
2014-03-30,0.08,-0.14,0.11,-7.716049382716083e-07,0.08,2.38,2.92
2014-03-31,0.13,-0.12,0.23,-2.4582104228121965e-06,0.13,2.35,2.6
2014-04-01,0.1,-0.13,0.12,-5.050505050505083e-07,0.1,2.33,2.58
2014-04-02,0.06,-0.13,0.12,-1.572327044025157e-06,0.06,2.32,2.57
2014-04-03,0.2,-0.13,0.12,1.8518518518518485e-06,0.2,2.3,2.55
2014-04-04,0.09,-0.12,0.13,-1.01936799184505e-06,0.09,2.3,2.55
2014-04-05,0.13,-0.12,0.13,0.0,0.13,2.39,2.59
2014-04-06,0.1,-0.12,0.13,-7.575757575757533e-07,0.1,2.19,2.84
2014-04-07,0.2,-0.12,0.13,1.620370370370371e-06,0.2,2.3,2.55
2014-04-08,0.08,-0.12,0.13,-1.2860082304526682e-06,0.08,2.38,2.63
2014-04-09,0.09,-0.12,0.13,-1.01936799184505e-06,0.09,2.45,2.7
2014-04-10,0.08,-0.1,0.15,-1.8004115226337406e-06,0.08,2.4,2.65
2014-04-11,0.09,-0.1,0.15,-1.529051987767581e-06,0.09,2.4,2.6
2014-04-12,0.14,-0.1,0.15,-2.436647173489225e-07,0.14,2.4,2.65
2014-04-13,0.14,-0.1,0.15,-2.436647173489225e-07,0.14,2.37,2.57
2014-04-14,0.2,-0.1,0.15,1.1574074074074095e-06,0.2,2.25,2.75
2014-04-15,0.3,-0.11,0.14,3.418803418803416e-06,0.3,2.4,2.65
2014-04-16,0.13,-0.11,0.14,-2.458210422812258e-07,0.13,2.4,2.6
2014-04-17,0.12,-0.11,0.14,-4.960317460317443e-07,0.12,2.4,2.6
2014-04-18,0.1,-0.11,0.14,-1.0101010101010103e-06,0.1,2.41,2.6
2014-04-19,0.14,-0.11,0.14,0.0,0.14,2.4,2.6
2014-04-20,0.17,-0.11,0.14,7.122507122507067e-07,0.17,2.4,2.6
2014-04-21,0.13,-0.11,0.14,-2.458210422812258e-07,0.13,2.4,2.6
2014-04-22,0.25,-0.11,0.14,2.4444444444444404e-06,0.25,2.45,2.7
2014-04-23,0.1,-0.11,0.14,-1.0101010101010103e-06,0.1,2.3,2.55
2014-04-24,0.09,-0.11,0.14,-1.2742099898063183e-06,0.09,2.4,2.6
2014-04-25,0.09,-0.2,0.05,1.0193679918450562e-06,0.09,2.3,2.55
2014-04-26,0.13,0.03,0.28,-3.687315634218295e-06,0.13,2.4,2.6
2014-04-27,0.15,0.03,0.28,-3.140096618357488e-06,0.15,2.4,2.6
2014-04-28,0.2,0.03,0.28,-1.8518518518518517e-06,0.2,2.4,2.6
2014-04-29,0.1,-0.1,0.1,0.0,0.1,2.18,2.83
2014-04-30,0.12,0.02,0.27,-3.7202380952380944e-06,0.12,2.4,2.65
2014-05-01,0.08,0.02,0.27,-4.886831275720161e-06,0.08,2.38,2.58
2014-05-02,0.12,0.02,0.27,-3.7202380952380944e-06,0.12,2.38,2.58
2014-05-03,0.08,0.02,0.27,-4.886831275720161e-06,0.08,2.39,2.59
2014-05-04,0.17,0.02,0.27,-2.3741690408357115e-06,0.17,2.39,2.59
2014-05-05,0.11,-0.1,0.1,2.502502502502508e-07,0.11,2.3,2.55
2014-05-06,0.15,0.02,0.27,-2.898550724637683e-06,0.15,2.4,2.6
2014-05-07,0.11,0.01,0.26,-3.753753753753753e-06,0.11,2.4,2.6
2014-05-08,0.1,-0.1,0.1,0.0,0.1,2.23,2.48
2014-05-09,0.1,-0.1,0.1,0.0,0.1,2.4,2.6
2014-05-10,0.23,-0.1,0.1,2.9358626919602503e-06,0.23,2.4,2.6
2014-05-11,0.17,-0.1,0.1,1.6619183285849922e-06,0.17,2.4,2.6
2014-05-12,0.1,-0.1,0.1,0.0,0.1,2.4,2.6
2014-05-13,0.1,0.01,0.21,-2.777777777777774e-06,0.1,2.32,2.57
2014-05-14,0.1,0.01,0.21,-2.777777777777774e-06,0.1,2.4,2.6
2014-05-15,0.2,0.02,0.22,-4.629629629629613e-07,0.2,2.4,2.6
2014-05-16,0.1,-0.1,0.1,0.0,0.1,2.4,2.6
2014-05-17,0.06,-0.1,0.1,-1.0482180293501046e-06,0.06,2.4,2.6
2014-05-18,0.1,-0.1,0.1,0.0,0.1,2.4,2.6
2014-05-19,0.1,-0.1,0.1,0.0,0.1,2.4,2.6
2014-05-20,0.2,-0.1,0.1,2.3148148148148127e-06,0.2,2.36,2.61
2014-05-21,0.2,-0.1,0.1,2.3148148148148127e-06,0.2,2.4,2.6
2014-05-22,0.2,-0.1,0.1,2.3148148148148127e-06,0.2,2.4,2.65
2014-05-23,0.2,-0.1,0.1,2.3148148148148127e-06,0.2,2.33,2.58
2014-05-24,0.06,-0.07,0.28,-5.765199161425575e-06,0.06,2.4,2.6
2014-05-25,0.13,-0.07,0.28,-3.687315634218295e-06,0.13,2.4,2.6
2014-05-26,0.25,-0.1,0.1,3.33333333333333e-06,0.25,2.4,2.6
2014-05-27,0.2,-0.1,0.1,2.3148148148148127e-06,0.2,2.38,2.63
2014-05-28,0.2,-0.03,0.17,6.944444444444451e-07,0.2,2.4,2.6
2014-05-29,0.2,-0.1,0.1,2.3148148148148127e-06,0.2,2.4,2.6
2014-05-30,0.22,-0.1,0.1,2.7322404371584662e-06,0.22,2.4,2.65
2014-05-31,0.13,-0.1,0.1,7.374631268436528e-07,0.13,2.4,2.6
2014-06-01,0.17,-0.1,0.1,1.6619183285849922e-06,0.17,2.4,2.6
2014-06-02,0.09,-0.1,0.1,-2.548419979612625e-07,0.09,2.35,2.6
2014-06-03,0.2,-0.1,0.1,2.3148148148148127e-06,0.2,2.3,2.55
2014-06-04,0.1,-0.1,0.1,0.0,0.1,2.3,2.55
2014-06-05,0.2,-0.1,0.1,2.3148148148148127e-06,0.2,2.37,2.62
2014-06-06,0.2,-0.1,0.1,2.3148148148148127e-06,0.2,2.4,2.65
2014-06-07,0.13,-0.1,0.1,7.374631268436528e-07,0.13,2.38,2.63
2014-06-08,0.07,-0.1,0.1,-7.788161993769502e-07,0.07,2.38,2.63
2014-06-09,0.2,0.04,0.29,-2.0833333333333385e-06,0.2,2.4,2.6
2014-06-10,0.08,-0.1,0.1,-5.144032921810722e-07,0.08,2.38,2.63
2014-06-11,0.2,-0.02,0.18,4.629629629629645e-07,0.2,2.35,2.6
2014-06-12,0.2,-0.02,0.18,4.629629629629645e-07,0.2,2.42,2.67
2014-06-13,0.06,-0.1,0.1,-1.0482180293501046e-06,0.06,2.48,2.73
2014-06-14,0.13,-0.1,0.1,7.374631268436528e-07,0.13,2.38,2.58
2014-06-15,0.17,-0.1,0.1,1.6619183285849922e-06,0.17,2.37,2.57
2014-06-16,0.13,-0.1,0.1,7.374631268436528e-07,0.13,2.48,2.73
2014-06-17,0.2,-0.1,0.1,2.3148148148148127e-06,0.2,2.52,2.77
2014-06-18,0.2,-0.01,0.19,2.3148148148148066e-07,0.2,2.5,2.75
2014-06-19,0.2,-0.01,0.19,2.3148148148148066e-07,0.2,2.51,2.76
2014-06-20,0.11,-0.1,0.1,2.502502502502508e-07,0.11,2.52,2.77
2014-06-21,0.14,-0.02,0.18,-9.746588693957083e-07,0.14,2.46,2.98
2014-06-22,0.07,-0.02,0.18,-2.8556593977154697e-06,0.07,2.45,2.65
2014-06-23,0.22,-0.02,0.18,9.107468123861576e-07,0.22,2.4,2.65
2014-06-24,0.1,-0.1,0.1,0.0,0.1,2.43,2.68
2014-06-25,0.24,-0.1,0.1,3.1362007168458757e-06,0.24,2.5,2.75
2014-06-26,0.2,-0.1,0.1,2.3148148148148127e-06,0.2,2.5,2.75
2014-06-27,0.2,-0.01,0.19,2.3148148148148066e-07,0.2,2.45,2.7
2014-06-28,0.14,-0.01,0.19,-1.218323586744637e-06,0.14,2.45,2.7
2014-06-29,0.14,-0.01,0.19,-1.218323586744637e-06,0.14,2.45,2.7
2014-06-30,0.12,-0.1,0.1,4.960317460317474e-07,0.12,2.45,2.7
2014-07-01,0.06,-0.01,0.19,-3.4067085953878368e-06,0.06,2.5,2.75
2014-07-02,0.2,-0.01,0.19,2.3148148148148066e-07,0.2,2.5,2.75
2014-07-03,0.2,-0.07,0.13,1.620370370370371e-06,0.2,2.47,2.72
2014-07-04,0.2,-0.09,0.26,-1.3888888888888902e-06,0.2,2.46,2.71
2014-07-05,0.08,-0.09,0.11,-7.716049382716083e-07,0.08,2.43,2.63
2014-07-06,0.1,-0.09,0.11,-2.525252525252511e-07,0.1,2.23,2.88
2014-07-07,0.12,-0.09,0.11,2.4801587301587216e-07,0.12,2.45,2.7
2014-07-08,0.2,-0.1,0.1,2.3148148148148127e-06,0.2,2.45,2.7
2014-07-09,0.12,-0.1,0.1,4.960317460317474e-07,0.12,2.45,2.7
2014-07-10,0.12,-0.05,0.15,-7.440476190476164e-07,0.12,2.45,2.7
2014-07-11,0.2,-0.1,0.1,2.3148148148148127e-06,0.2,2.43,2.68
2014-07-12,0.08,-0.1,0.1,-5.144032921810722e-07,0.08,2.24,2.89
2014-07-13,0.07,-0.1,0.1,-7.788161993769502e-07,0.07,2.38,2.58
2014-07-14,0.22,-0.1,0.1,2.7322404371584662e-06,0.22,2.42,2.67
2014-07-15,0.25,-0.1,0.1,3.33333333333333e-06,0.25,2.41,2.66
2014-07-16,0.13,-0.05,0.15,-4.916420845624393e-07,0.13,2.4,2.65
2014-07-17,0.2,-0.05,0.15,1.1574074074074095e-06,0.2,2.4,2.65
2014-07-18,0.2,-0.05,0.15,1.1574074074074095e-06,0.2,2.4,2.65
2014-07-19,0.14,-0.09,0.26,-2.9239766081871317e-06,0.14,2.4,2.65
2014-07-20,0.07,-0.09,0.26,-4.932502596053995e-06,0.07,2.4,2.65
